"ian","soil","stn_code","period","Yield, stress","Yield, no stress","Low market yield, stress","Low market yield, no stress","High market yield, stress","High market yield, no stress","Gains.total","Gains.market.low","Gains.market.high","min.temp","max.temp","precip.cum","windspeed","vapour.pressure","radiation","GDD","station","cetm","precip_e","CWR","irrigated","Gross Benefit, low","Gross Benefit, high","pivot I","pivot II","hose reel + sprinkler","hose reel + boom cart","costs.yearly, pivot I","costs.cum, pivot I","rot1costs.yearly, pivot I","rot1costs.cum, pivot I","rot2costs.yearly, pivot I","rot2costs.cum, pivot I","rot3costs.yearly, pivot I","rot3costs.cum, pivot I","costs.yearly, pivot II","costs.cum, pivot II","rot1costs.yearly, pivot II","rot1costs.cum, pivot II","rot2costs.yearly, pivot II","rot2costs.cum, pivot II","rot3costs.yearly, pivot II","rot3costs.cum, pivot II","costs.yearly, hose reel + sprinkler","costs.cum, hose reel + sprinkler","rot1costs.yearly, hose reel + sprinkler","rot1costs.cum, hose reel + sprinkler","rot2costs.yearly, hose reel + sprinkler","rot2costs.cum, hose reel + sprinkler","rot3costs.yearly, hose reel + sprinkler","rot3costs.cum, hose reel + sprinkler","costs.yearly, hose reel + boom cart","costs.cum, hose reel + boom cart","rot1costs.yearly, hose reel + boom cart","rot1costs.cum, hose reel + boom cart","rot2costs.yearly, hose reel + boom cart","rot2costs.cum, hose reel + boom cart","rot3costs.yearly, hose reel + boom cart","rot3costs.cum, hose reel + boom cart","gross.cum, low","gross.cum, high","rot1gross.yearly, low","rot1gross.yearly, high","rot1gross.cum, low","rot1gross.cum, high","rot2gross.yearly, low","rot2gross.yearly, high","rot2gross.cum, low","rot2gross.cum, high","rot3gross.yearly, low","rot3gross.yearly, high","rot3gross.cum, low","rot3gross.cum, high"
2016,"ARY","HCC","julaug",44.52424,44.54216,31.166968,31.179512,40.071816,40.087944,0.0179200000000037,0.0125440000000019,0.0161280000000019,14.2032258064516,23.1145161290323,174.2,3.24876792114696,16.3995737084369,17.603518910871,846.85,"HARRINGTON_CDA_CS",180.65589,169.4,11.25589,TRUE,5.02914048000076,6.46603776000077,24.5111815131579,5.25768546052631,52.5768546052631,19.9199632236842,24.5111815131579,9064.4000605921,24.5111815131579,8382.98294730263,0,8227.82552138158,0,8099.59159190789,5.25768546052631,6591.28218822368,5.25768546052631,6445.11718809211,0,6411.83568585526,0,6384.32931427632,52.5768546052631,12963.8218822368,52.5768546052631,11502.1718809211,0,11169.3568585526,0,10894.2931427632,19.9199632236842,11570.8719525658,19.9199632236842,11017.0918816447,0,10890.9971759868,0,10786.7828949342,7899.57573132,10156.59736884,5.02914048000076,6.46603776000077,4900.26314232,6300.33832584,0,0,872.82529152,1122.20394624,0,0,2126.48729748,2734.05509676
2017,"ARY","HCC","julaug",46.8968,47.74611,32.82776,33.422277,42.20712,42.971499,0.849310000000003,0.594517000000003,0.764378999999998,13.6467741935484,23.1596774193548,141.8,3.25474163679809,15.8934727606879,18.438121320818,831,"HARRINGTON_CDA_CS",196.35091,141.3,55.05091,TRUE,238.353755640001,306.454828679999,119.880600065789,25.7145698026316,257.145698026316,97.425623618421,119.880600065789,9184.28066065789,0,8382.98294730263,119.880600065789,8347.70612144737,0,8099.59159190789,25.7145698026316,6616.99675802632,0,6445.11718809211,25.7145698026316,6437.55025565789,0,6384.32931427632,257.145698026316,13220.9675802632,0,11502.1718809211,257.145698026316,11426.5025565789,0,10894.2931427632,97.425623618421,11668.2975761842,0,11017.0918816447,97.425623618421,10988.4227996053,0,10786.7828949342,8137.92948696,10463.05219752,0,0,4900.26314232,6300.33832584,238.353755640001,306.454828679999,1111.17904716,1428.65877492,0,0,2126.48729748,2734.05509676
2018,"ARY","HCC","julaug",43.31229,43.31229,30.318603,30.318603,38.981061,38.981061,0,0,0,15.7854838709677,24.9774193548387,132.5,3.3551917019659,18.4160790910144,18.0754711454075,953.65,"HARRINGTON_CDA_CS",168.89116,132.5,36.39116,TRUE,0,0,79.2465392105263,16.9985023684211,169.985023684211,64.4027765789474,79.2465392105263,9263.52719986842,0,8382.98294730263,0,8347.70612144737,79.2465392105263,8178.83813111842,16.9985023684211,6633.99526039474,0,6445.11718809211,0,6437.55025565789,16.9985023684211,6401.32781664474,169.985023684211,13390.9526039474,0,11502.1718809211,0,11426.5025565789,169.985023684211,11064.2781664474,64.4027765789474,11732.7003527632,0,11017.0918816447,0,10988.4227996053,64.4027765789474,10851.1856715132,8137.92948696,10463.05219752,0,0,4900.26314232,6300.33832584,0,0,1111.17904716,1428.65877492,0,0,2126.48729748,2734.05509676
2019,"ARY","HCC","julaug",43.54318,46.84198,30.480226,32.789386,39.188862,42.157782,3.2988,2.30916,2.96892,14.4177419354839,23.7822580645161,133.2,3.19026750254836,16.9498085623754,18.1829566769934,874.2,"HARRINGTON_CDA_CS",182.60586,133.2,49.40586,TRUE,925.788427200001,1190.2994064,107.587760921053,23.0777372368421,230.777372368421,87.4353706578948,107.587760921053,9371.11496078947,107.587760921053,8490.57070822368,0,8347.70612144737,0,8178.83813111842,23.0777372368421,6657.07299763158,23.0777372368421,6468.19492532895,0,6437.55025565789,0,6401.32781664474,230.777372368421,13621.7299763158,230.777372368421,11732.9492532895,0,11426.5025565789,0,11064.2781664474,87.4353706578948,11820.1357234211,87.4353706578948,11104.5272523026,0,10988.4227996053,0,10851.1856715132,9063.71791416,11653.35160392,925.788427200001,1190.2994064,5826.05156952,7490.63773224,0,0,1111.17904716,1428.65877492,0,0,2126.48729748,2734.05509676
2020,"ARY","HCC","julaug",29.58329,45.74141,20.708303,32.018987,26.624961,41.167269,16.15812,11.310684,14.542308,14.3903225806452,24.2854838709677,77.6,3.46689504070289,17.6956045225846,18.4914571284705,888.95,"HARRINGTON_CDA_CS",182.31558,76.5,105.81558,TRUE,4534.67942928,5830.30212336,230.427348552632,49.4270143421053,494.270143421053,187.265730394737,230.427348552632,9601.5423093421,0,8490.57070822368,230.427348552632,8578.13347,0,8178.83813111842,49.4270143421053,6706.50001197368,0,6468.19492532895,49.4270143421053,6486.97727,0,6401.32781664474,494.270143421053,14116.0001197368,0,11732.9492532895,494.270143421053,11920.7727,0,11064.2781664474,187.265730394737,12007.4014538158,0,11104.5272523026,187.265730394737,11175.68853,0,10851.1856715132,13598.39734344,17483.65372728,0,0,5826.05156952,7490.63773224,4534.67942928,5830.30212336,5645.85847644,7258.96089828,0,0,2126.48729748,2734.05509676
2021,"ARY","HCC","julaug",43.67505,43.84621,30.572535,30.692347,39.307545,39.461589,0.17116,0.119812,0.154044000000006,14.758064516129,23.1048387096774,172.2,3.21125363617474,18.0344255303314,17.0595029811647,863.75,"HARRINGTON_CDA_CS",188.39611,172.2,16.19611,TRUE,48.0350270399998,61.7593204800024,35.2691605921053,7.56528822368421,75.6528822368421,28.6628525657895,35.2691605921053,9636.81146993421,0,8490.57070822368,0,8578.13347,35.2691605921053,8214.10729171053,7.56528822368421,6714.06530019737,0,6468.19492532895,0,6486.97727,7.56528822368421,6408.89310486842,75.6528822368421,14191.6530019737,0,11732.9492532895,0,11920.7727,75.6528822368421,11139.9310486842,28.6628525657895,12036.0643063816,0,11104.5272523026,0,11175.68853,28.6628525657895,10879.8485240789,13646.43237048,17545.41304776,0,0,5826.05156952,7490.63773224,0,0,5645.85847644,7258.96089828,48.0350270399998,61.7593204800024,2174.52232452,2795.81441724
2022,"ARY","HCC","julaug",42.57258,42.59369,29.800806,29.815583,38.315322,38.334321,0.0211100000000002,0.0147770000000023,0.0189990000000009,15.6516129032258,24.2548387096774,179.8,3.21307497013142,18.7282590090735,17.4322323541362,927.1,"HARRINGTON_CDA_CS",194.93582,178.1,16.83582,TRUE,5.92439484000091,7.61707908000035,36.6622132894737,7.86410013157895,78.6410013157895,29.7949709210527,36.6622132894737,9673.47368322368,36.6622132894737,8527.23292151316,0,8578.13347,0,8214.10729171053,7.86410013157895,6721.92940032895,7.86410013157895,6476.05902546053,0,6486.97727,0,6408.89310486842,78.6410013157895,14270.2940032895,78.6410013157895,11811.5902546053,0,11920.7727,0,11139.9310486842,29.7949709210527,12065.8592773026,29.7949709210527,11134.3222232237,0,11175.68853,0,10879.8485240789,13652.35676532,17553.03012684,5.92439484000091,7.61707908000035,5831.97596436,7498.25481132,0,0,5645.85847644,7258.96089828,0,0,2174.52232452,2795.81441724
2023,"ARY","HCC","julaug",39.60131,39.60131,27.720917,27.720917,35.641179,35.641179,0,0,0,15.7532258064516,23.5709677419355,277.1,3.35090779143199,19.5891225160875,16.5839041567575,909.05,"HARRINGTON_CDA_CS",181.05799,273.3,-92.24201,FALSE,0,0,0,0,0,0,0,9673.47368322368,0,8527.23292151316,0,8578.13347,0,8214.10729171053,0,6721.92940032895,0,6476.05902546053,0,6486.97727,0,6408.89310486842,0,14270.2940032895,0,11811.5902546053,0,11920.7727,0,11139.9310486842,0,12065.8592773026,0,11134.3222232237,0,11175.68853,0,10879.8485240789,13652.35676532,17553.03012684,0,0,5831.97596436,7498.25481132,0,0,5645.85847644,7258.96089828,0,0,2174.52232452,2795.81441724
2024,"ARY","HCC","julaug",39.82342,41.99683,27.876394,29.397781,35.841078,37.797147,2.17341,1.521387,1.956069,15.908064516129,24.8870967741935,118.7,3.27746772894915,19.3743525464859,17.7122257170272,954.65,"HARRINGTON_CDA_CS",165.28273,118.7,46.58273,TRUE,609.95447604,784.22718348,101.440023881579,21.7590383552632,217.590383552632,82.4391734868421,101.440023881579,9774.91370710526,0,8527.23292151316,0,8578.13347,101.440023881579,8315.5473155921,21.7590383552632,6743.68843868421,0,6476.05902546053,0,6486.97727,21.7590383552632,6430.65214322368,217.590383552632,14487.8843868421,0,11811.5902546053,0,11920.7727,217.590383552632,11357.5214322368,82.4391734868421,12148.2984507895,0,11134.3222232237,0,11175.68853,82.4391734868421,10962.2876975658,14262.31124136,18337.25731032,0,0,5831.97596436,7498.25481132,0,0,5645.85847644,7258.96089828,609.95447604,784.22718348,2784.47680056,3580.04160072
2001,"ARY","EP","julaug",30.99395,31.15741,21.695765,21.810187,27.894555,28.041669,0.163459999999997,0.114421999999998,0.147113999999998,16.2596774193548,21.1967741935484,44,5.3100163239516,17.6123639835651,13.0522192177055,851.15,"EAST_POINT_(AUT)",119.74839,44,75.74839,TRUE,45.874068239999,58.9809448799994,164.952086118421,35.3824716447368,353.824716447368,134.054716513158,7987.95208611842,7987.95208611842,7987.95208611842,7987.95208611842,0,0,0,0,6360.38247164474,6360.38247164474,6360.38247164474,6360.38247164474,0,0,0,0,10654.8247164474,10654.8247164474,10654.8247164474,10654.8247164474,0,0,0,0,10696.0547165132,10696.0547165132,10696.0547165132,10696.0547165132,0,0,0,0,45.874068239999,58.9809448799994,45.874068239999,58.9809448799994,45.874068239999,58.9809448799994,0,0,0,0,0,0,0,0
2002,"ARY","EP","julaug",41.93234,42.24433,29.352638,29.571031,37.739106,38.019897,0.311989999999994,0.218392999999999,0.280790999999994,14.3290322580645,21.7532258064516,72.2,5.05675029868578,17.5630014339441,16.0814320530916,808.55,"EAST_POINT_(AUT)",142.32597,72.2,70.12597,TRUE,87.5581215599996,112.574727719997,152.708526776316,32.7562096710526,327.562096710526,124.104512697368,152.708526776316,8140.66061289474,0,7987.95208611842,152.708526776316,152.708526776316,0,0,32.7562096710526,6393.13868131579,0,6360.38247164474,32.7562096710526,32.7562096710526,0,0,327.562096710526,10982.3868131579,0,10654.8247164474,327.562096710526,327.562096710526,0,0,124.104512697368,10820.1592292105,0,10696.0547165132,124.104512697368,124.104512697368,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,87.5581215599996,112.574727719997,87.5581215599996,112.574727719997,0,0,0,0
2003,"ARY","EP","julaug",41.41424,41.41424,28.989968,28.989968,37.272816,37.272816,0,0,0,14.8822580645161,22.0532258064516,268.6,4.80435269596385,18.5416002345673,15.7953489409629,835,"EAST_POINT_(AUT)",146.96338,268.6,-121.63662,FALSE,0,0,0,0,0,0,0,8140.66061289474,0,7987.95208611842,0,152.708526776316,0,0,0,6393.13868131579,0,6360.38247164474,0,32.7562096710526,0,0,0,10982.3868131579,0,10654.8247164474,0,327.562096710526,0,0,0,10820.1592292105,0,10696.0547165132,0,124.104512697368,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2004,"ARY","EP","julaug",37.11985,37.11985,25.983895,25.983895,33.407865,33.407865,0,0,0,15.6516129032258,22,134.6,4.68899342891278,19.0717782851505,14.7573085708638,857.2,"EAST_POINT_(AUT)",135.47888,128.7,6.77888000000002,TRUE,0,0,14.7619031578948,3.1664505263158,31.664505263158,11.9968336842106,14.7619031578948,8155.42251605263,14.7619031578948,8002.71398927632,0,152.708526776316,0,0,3.1664505263158,6396.30513184211,3.1664505263158,6363.54892217105,0,32.7562096710526,0,0,31.664505263158,11014.0513184211,31.664505263158,10686.4892217105,0,327.562096710526,0,0,11.9968336842106,10832.1560628947,11.9968336842106,10708.0515501974,0,124.104512697368,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2005,"ARY","EP","julaug",36.4767,36.4767,25.53369,25.53369,32.82903,32.82903,0,0,0,15.0887096774194,21.9322580645161,136.6,4.97767857142857,18.3937126405933,15.3312037024606,837.65,"EAST_POINT_(AUT)",141.9846,123.3,18.6846,TRUE,0,0,40.688175,8.727675,87.27675,33.066825,40.688175,8196.11069105263,0,8002.71398927632,7863.688175,8016.39670177632,0,0,8.727675,6405.03280684211,0,6363.54892217105,6333.727675,6366.48388467105,0,0,87.27675,11101.3280684211,0,10686.4892217105,10388.27675,10715.8388467105,0,0,33.066825,10865.2228878947,0,10708.0515501974,10595.066825,10719.1713376974,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2006,"ARY","EP","julaug",39.12658,39.12658,27.388606,27.388606,35.213922,35.213922,0,0,0,15.4,22.0032258064516,201.8,5.201986260454,18.4167237095124,15.0979675053843,849.5,"EAST_POINT_(AUT)",157.60019,201.2,-43.59981,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,0,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,0,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,0,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2007,"ARY","EP","julaug",39.94645,39.94645,27.962515,27.962515,35.951805,35.951805,0,0,0,14.7693548387097,21.9096774193548,270.5,4.6938994609489,18.9258292119554,15.745382704072,827.05,"EAST_POINT_(AUT)",150.76411,260.5,-109.73589,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,0,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,0,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,0,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2008,"ARY","EP","julaug",39.19979,39.19979,27.439853,27.439853,35.279811,35.279811,0,0,0,15.458064516129,22.0758064516129,257.9,4.83310931899642,19.7426971918237,15.2322404827925,853.55,"EAST_POINT_(AUT)",122.93857,242.8,-119.86143,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,0,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,0,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,0,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,0,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2009,"ARY","EP","julaug",41.86444,41.86444,29.305108,29.305108,37.677996,37.677996,0,0,0,14.9838709677419,21.9129032258065,250.8,4.80436081242533,19.2546087227151,15.6690037843553,833.8,"EAST_POINT_(AUT)",153.9779,249.5,-95.5221,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,7823,7823,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,6325,6325,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,10301,10301,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,10562,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2010,"ARY","EP","julaug",38.90467,38.90467,27.233269,27.233269,35.014203,35.014203,0,0,0,15.5467741935484,22.5935483870968,221,4.58856033452808,19.8339713634447,15.641149745418,872.35,"EAST_POINT_(AUT)",158.67499,221,-62.32501,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,7823,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,6325,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,10301,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2011,"ARY","EP","julaug",37.71152,37.71152,26.398064,26.398064,33.940368,33.940368,0,0,0,14.1693548387097,20.6822580645161,180.84,5.04722968936679,17.3406546642382,15.0203486831157,770.4,"EAST_POINT_(AUT)",152.91754,179.91,-26.99246,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,7823,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,6325,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,10301,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2012,"ARY","EP","julaug",35.80759,35.80759,25.065313,25.065313,32.226831,32.226831,0,0,0,16.1451612903226,22.8951612903226,185.8,4.48943399044206,18.9623311364399,15.3981288277303,900.25,"EAST_POINT_(AUT)",131.47837,185.8,-54.32163,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,7823,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,6325,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,10301,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2013,"ARY","EP","julaug",40.60108,40.60108,28.420756,28.420756,36.540972,36.540972,0,0,0,15.0612903225806,22.4241935483871,159.79,4.54549690975094,18.1315304459442,16.1236863481468,852.05,"EAST_POINT_(AUT)",151.32004,159.79,-8.46995999999999,FALSE,0,0,0,0,0,0,0,8196.11069105263,0,8002.71398927632,0,8016.39670177632,0,7823,0,6405.03280684211,0,6363.54892217105,0,6366.48388467105,0,6325,0,11101.3280684211,0,10686.4892217105,0,10715.8388467105,0,10301,0,10865.2228878947,0,10708.0515501974,0,10719.1713376974,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2014,"ARY","EP","julaug",38.516,38.516,26.9612,26.9612,34.6644,34.6644,0,0,0,15.8612903225806,22.808064516129,149.9,5.30995954755597,18.7755734554847,15.6713162814541,888.75,"EAST_POINT_(AUT)",149.37825,111.8,37.57825,TRUE,0,0,81.831583881579,17.5529983552632,175.529983552632,66.5036134868421,81.831583881579,8277.94227493421,0,8002.71398927632,81.831583881579,8098.22828565789,0,7823,17.5529983552632,6422.58580519737,0,6363.54892217105,17.5529983552632,6384.03688302632,0,6325,175.529983552632,11276.8580519737,0,10686.4892217105,175.529983552632,10891.3688302632,0,10301,66.5036134868421,10931.7265013816,0,10708.0515501974,66.5036134868421,10785.6749511842,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2015,"ARY","EP","julaug",34.61024,34.61024,24.227168,24.227168,31.149216,31.149216,0,0,0,15.5177419354839,21.9483870967742,154.9,4.61824223416965,18.2273779437937,15.0848907069825,851.45,"EAST_POINT_(AUT)",134.01678,153.7,-19.68322,FALSE,0,0,0,0,0,0,0,8277.94227493421,0,8002.71398927632,0,8098.22828565789,0,7823,0,6422.58580519737,0,6363.54892217105,0,6384.03688302632,0,6325,0,11276.8580519737,0,10686.4892217105,0,10891.3688302632,0,10301,0,10931.7265013816,0,10708.0515501974,0,10785.6749511842,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2016,"ARY","EP","julaug",40.41908,40.41875,28.293356,28.293125,36.377172,36.376875,0,0,0,14.658064516129,21.4048387096774,103.7,4.92924880525687,16.6593429100738,15.3166631058899,807.95,"EAST_POINT_(AUT)",157.40603,103.3,54.10603,TRUE,0,0,117.822999539474,25.2732113815789,252.732113815789,95.7534346710526,117.822999539474,8395.76527447368,117.822999539474,8120.53698881579,0,8098.22828565789,0,7823,25.2732113815789,6447.85901657895,25.2732113815789,6388.82213355263,0,6384.03688302632,0,6325,252.732113815789,11529.5901657895,252.732113815789,10939.2213355263,0,10891.3688302632,0,10301,95.7534346710526,11027.4799360526,95.7534346710526,10803.8049848684,0,10785.6749511842,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2017,"ARY","EP","julaug",42.6329,42.6329,29.84303,29.84303,38.36961,38.36961,0,0,0,13.1209677419355,21.8822580645161,141.9,4.84188321385902,15.6305331431167,17.707531744335,775.1,"EAST_POINT_(AUT)",199.65266,140.4,59.25266,TRUE,0,0,129.030463552632,27.6772293421053,276.772293421053,104.861615394737,129.030463552632,8524.79573802632,0,8120.53698881579,129.030463552632,8227.25874921053,0,7823,27.6772293421053,6475.53624592105,0,6388.82213355263,27.6772293421053,6411.71411236842,0,6325,276.772293421053,11806.3624592105,0,10939.2213355263,276.772293421053,11168.1411236842,0,10301,104.861615394737,11132.3415514474,0,10803.8049848684,104.861615394737,10890.5365665789,0,10562,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2018,"ARY","EP","julaug",35.59348,35.59348,24.915436,24.915436,32.034132,32.034132,0,0,0,17.446935483871,23.4451612903226,125.18,4.72837418323802,19.353772688581,15.0608025336798,957.655,"EAST_POINT_(AUT)",150.29971,125.18,25.11971,TRUE,0,0,54.70147375,11.73354875,117.3354875,44.45527625,54.70147375,8579.49721177632,0,8120.53698881579,0,8227.25874921053,54.70147375,7877.70147375,11.73354875,6487.26979467105,0,6388.82213355263,0,6411.71411236842,11.73354875,6336.73354875,117.3354875,11923.6979467105,0,10939.2213355263,0,11168.1411236842,117.3354875,10418.3354875,44.45527625,11176.7968276974,0,10803.8049848684,0,10890.5365665789,44.45527625,10606.45527625,133.432189799999,171.555672599997,0,0,45.874068239999,58.9809448799994,0,0,87.5581215599996,112.574727719997,0,0,0,0
2019,"ARY","EP","julaug",43.1041,44.86497,30.17287,31.405479,38.79369,40.378473,1.76087,1.232609,1.58478299999999,17.5685483870968,20.2840322580645,151.99,4.81462813620072,18.4514735851565,20,863.43,"EAST_POINT_(AUT)",218.0165,151.3,66.7165,TRUE,494.177600279999,635.371200359998,145.283957236842,31.1636282894737,311.636282894737,118.070648026316,145.283957236842,8724.78116901316,145.283957236842,8265.82094605263,0,8227.25874921053,0,7877.70147375,31.1636282894737,6518.43342296053,31.1636282894737,6419.98576184211,0,6411.71411236842,0,6336.73354875,311.636282894737,12235.3342296053,311.636282894737,11250.8576184211,0,11168.1411236842,0,10418.3354875,118.070648026316,11294.8674757237,118.070648026316,10921.8756328947,0,10890.5365665789,0,10606.45527625,627.609790079997,806.926872959995,494.177600279999,635.371200359998,540.051668519998,694.352145239997,0,0,87.5581215599996,112.574727719997,0,0,0,0
2020,"ARY","EP","julaug",34.24088,44.92887,23.968616,31.450209,30.816792,40.435983,10.68799,7.481593,9.61919100000001,17.8506451612903,20.7759677419355,133.28,4.79410692951015,18.6459379534855,18.7674193548387,887.425,"EAST_POINT_(AUT)",199.44501,133.28,66.16501,TRUE,2999.52026556,3856.52605572,144.083015197368,30.9060244078947,309.060244078947,117.094655855263,144.083015197368,8868.86418421053,0,8265.82094605263,144.083015197368,8371.34176440789,0,7877.70147375,30.9060244078947,6549.33944736842,0,6419.98576184211,30.9060244078947,6442.62013677632,0,6336.73354875,309.060244078947,12544.3944736842,0,11250.8576184211,309.060244078947,11477.2013677632,0,10418.3354875,117.094655855263,11411.9621315789,0,10921.8756328947,117.094655855263,11007.6312224342,0,10606.45527625,3627.13005564,4663.45292868,0,0,540.051668519998,694.352145239997,2999.52026556,3856.52605572,3087.07838712,3969.10078344,0,0,0,0
2021,"ARY","EP","julaug",38.38725,38.38725,26.871075,26.871075,34.548525,34.548525,0,0,0,15.4398387096774,21.8862903225806,166.56,5.05473221670802,18.6805619515287,15.1939050948844,847.11,"EAST_POINT_(AUT)",154.30826,166.56,-12.25174,FALSE,0,0,0,0,0,0,0,8868.86418421053,0,8265.82094605263,0,8371.34176440789,0,7877.70147375,0,6549.33944736842,0,6419.98576184211,0,6442.62013677632,0,6336.73354875,0,12544.3944736842,0,11250.8576184211,0,11477.2013677632,0,10418.3354875,0,11411.9621315789,0,10921.8756328947,0,11007.6312224342,0,10606.45527625,3627.13005564,4663.45292868,0,0,540.051668519998,694.352145239997,0,0,3087.07838712,3969.10078344,0,0,0,0
2022,"ARY","EP","julaug",37.0344,37.0344,25.92408,25.92408,33.33096,33.33096,0,0,0,16.3693548387097,23.2548387096774,137,4.85171659404502,19.4552916817329,15.5509574330493,918.35,"EAST_POINT_(AUT)",159.33945,134.8,24.53945,TRUE,0,0,53.43788125,11.46250625,114.6250625,43.42836875,53.43788125,8922.30206546053,53.43788125,8319.25882730263,0,8371.34176440789,0,7877.70147375,11.46250625,6560.80195361842,11.46250625,6431.44826809211,0,6442.62013677632,0,6336.73354875,114.6250625,12659.0195361842,114.6250625,11365.4826809211,0,11477.2013677632,0,10418.3354875,43.42836875,11455.3905003289,43.42836875,10965.3040016447,0,11007.6312224342,0,10606.45527625,3627.13005564,4663.45292868,0,0,540.051668519998,694.352145239997,0,0,3087.07838712,3969.10078344,0,0,0,0
2023,"ARY","EP","julaug",33.70071,33.70071,23.590497,23.590497,30.330639,30.330639,0,0,0,16.1645161290323,21.9370967741935,268.32,4.58428929195058,19.6704518032381,14.2058610109515,871.15,"EAST_POINT_(AUT)",151.80186,268.32,-116.51814,FALSE,0,0,0,0,0,0,0,8922.30206546053,0,8319.25882730263,0,8371.34176440789,0,7877.70147375,0,6560.80195361842,0,6431.44826809211,0,6442.62013677632,0,6336.73354875,0,12659.0195361842,0,11365.4826809211,0,11477.2013677632,0,10418.3354875,0,11455.3905003289,0,10965.3040016447,0,11007.6312224342,0,10606.45527625,3627.13005564,4663.45292868,0,0,540.051668519998,694.352145239997,0,0,3087.07838712,3969.10078344,0,0,0,0
